SeniorCitizen,Tenure,MonthlyCharges,InternetService,TechSupport,Contract,PaymentMethod,NumComplaints,AvgDailyUsageHours,TotalCharges
0,58,21.72,DSL,No,Two year,Electronic check,0,1.67,1267.24
0,44,34.18,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),1,1.27,1487.45
0,66,125.28,DSL,No,Month-to-month,Credit card (automatic),0,1.0,8226.22
0,50,120.39,DSL,No,Two year,Mailed check,1,1.6,6075.93
0,10,55.43,DSL,No,Month-to-month,Electronic check,0,1.24,643.03
0,5,54.22,No,No,Month-to-month,Bank transfer (automatic),0,1.97,287.55
0,66,115.14,DSL,Yes,Two year,Electronic check,0,4.08,7611.11
0,61,132.53,No,Yes,One year,Electronic check,0,0.7,8098.0
0,4,113.5,No,No,One year,Bank transfer (automatic),0,0.79,428.06
0,8,92.67,No,No,Two year,Mailed check,1,0.02,733.51
0,27,49.12,No,No,Month-to-month,Credit card (automatic),0,1.12,1235.16
0,37,83.09,No,No,Two year,Mailed check,0,0.21,3023.26
0,42,48.02,DSL,No,One year,Bank transfer (automatic),0,1.89,2035.52
0,20,116.96,DSL,No,One year,Bank transfer (automatic),0,2.27,2326.86
0,61,66.44,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.92,4112.77
0,45,120.04,Fiber optic,No,Two year,Credit card (automatic),0,1.19,5341.92
0,69,65.79,DSL,Yes,One year,Bank transfer (automatic),0,1.15,4593.39
0,37,118.9,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,1.56,4369.84
0,48,60.0,Fiber optic,No,One year,Credit card (automatic),1,1.21,2849.1
0,38,72.82,No,No,Month-to-month,Credit card (automatic),0,2.08,2736.27
1,70,93.86,Fiber optic,Yes,One year,Mailed check,0,3.37,6533.03
0,29,28.43,Fiber optic,Yes,Two year,Bank transfer (automatic),0,1.15,855.75
0,20,133.78,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.18,2647.8
0,0,88.83,Fiber optic,No,Two year,Mailed check,0,0.21,0.0
0,31,80.94,No,No,Month-to-month,Electronic check,0,0.71,2524.34
0,7,120.73,DSL,No,Month-to-month,Credit card (automatic),1,1.03,862.56
1,68,123.89,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.38,8418.61
0,29,82.67,Fiber optic,No,Month-to-month,Electronic check,1,0.9,2399.84
0,7,131.27,Fiber optic,Yes,One year,Mailed check,1,0.22,916.92
0,18,27.77,DSL,No,Two year,Mailed check,0,0.41,534.54
1,58,33.59,DSL,Yes,Month-to-month,Mailed check,0,1.99,2020.6
0,54,91.61,DSL,No,Month-to-month,Mailed check,0,6.36,4888.42
0,29,62.49,DSL,No,One year,Bank transfer (automatic),0,0.31,1906.45
0,35,75.71,No,Yes,One year,Bank transfer (automatic),0,0.62,2719.31
0,54,59.37,Fiber optic,Yes,Two year,Mailed check,0,0.65,3191.63
1,43,68.57,DSL,Yes,Month-to-month,Credit card (automatic),1,0.38,2963.47
1,26,118.72,Fiber optic,No,Two year,Electronic check,0,0.34,3152.09
0,53,91.22,DSL,Yes,Month-to-month,Electronic check,0,0.21,4868.29
1,47,139.68,No,No,Month-to-month,Credit card (automatic),1,3.57,6594.09
0,29,114.43,Fiber optic,No,Two year,Mailed check,0,1.57,3373.87
1,38,52.84,No,No,Month-to-month,Mailed check,0,0.51,1932.52
0,12,51.72,DSL,No,One year,Electronic check,1,0.45,575.84
0,15,60.31,No,No,One year,Electronic check,0,1.34,897.49
0,43,121.19,DSL,No,Month-to-month,Bank transfer (automatic),0,1.79,5263.57
0,70,23.27,DSL,Yes,One year,Electronic check,0,0.44,1717.82
0,26,47.62,DSL,Yes,One year,Electronic check,0,0.64,1272.2
0,44,128.59,Fiber optic,No,Month-to-month,Electronic check,0,0.52,5632.37
0,34,96.79,DSL,No,One year,Electronic check,0,0.14,3287.57
0,27,47.22,Fiber optic,Yes,Two year,Bank transfer (automatic),0,0.73,1238.74
0,6,46.3,No,No,Month-to-month,Bank transfer (automatic),0,1.14,249.79
0,61,123.51,DSL,No,Two year,Bank transfer (automatic),0,1.6,7497.63
1,50,127.25,DSL,No,Month-to-month,Credit card (automatic),0,0.81,6390.2
0,45,50.74,No,No,Month-to-month,Electronic check,0,6.14,2304.63
0,19,70.46,Fiber optic,No,One year,Bank transfer (automatic),0,1.47,1391.84
0,37,120.15,No,No,Month-to-month,Credit card (automatic),0,3.27,4457.29
1,60,112.52,Fiber optic,No,Two year,Credit card (automatic),0,3.72,6731.8
0,31,117.67,Fiber optic,No,Two year,Mailed check,0,2.58,3672.63
0,25,82.21,DSL,No,Two year,Bank transfer (automatic),1,0.47,2115.77
0,57,129.39,No,No,One year,Electronic check,1,0.85,7406.76
1,38,59.11,No,Yes,Two year,Electronic check,0,0.0,2313.57
0,19,38.8,No,Yes,One year,Mailed check,0,0.9,750.65
0,49,105.05,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.52,5076.22
0,51,84.72,No,No,Two year,Bank transfer (automatic),0,0.18,4363.3
1,21,122.55,Fiber optic,Yes,Month-to-month,Mailed check,0,2.74,2613.96
0,52,29.74,Fiber optic,Yes,Month-to-month,Electronic check,0,1.68,1631.71
0,65,121.24,No,Yes,Month-to-month,Credit card (automatic),0,10.53,7841.67
1,42,55.2,DSL,No,Two year,Credit card (automatic),0,1.03,2330.42
0,22,98.58,DSL,No,Month-to-month,Bank transfer (automatic),0,0.6,2178.38
0,63,24.82,DSL,No,Month-to-month,Bank transfer (automatic),1,0.46,1552.22
0,8,93.15,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.86,674.11
0,6,106.07,Fiber optic,No,Month-to-month,Mailed check,1,0.56,619.26
0,40,64.25,Fiber optic,No,Month-to-month,Electronic check,0,7.03,2557.77
0,53,45.85,No,No,One year,Bank transfer (automatic),0,0.3,2409.04
0,64,84.52,Fiber optic,No,Month-to-month,Mailed check,0,0.03,5429.64
0,1,119.98,DSL,No,One year,Mailed check,0,0.21,199.09
1,3,58.83,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,3.33,213.91
0,31,50.3,No,No,Month-to-month,Mailed check,0,1.78,1518.09
1,1,53.47,DSL,No,Two year,Electronic check,0,2.3,104.58
0,63,133.9,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.58,8492.45
1,13,63.11,DSL,No,Month-to-month,Mailed check,2,1.46,850.16
0,19,20.43,Fiber optic,No,Two year,Mailed check,0,1.85,470.08
0,48,113.8,DSL,No,Month-to-month,Bank transfer (automatic),0,0.59,5454.39
0,7,103.91,DSL,No,Month-to-month,Mailed check,0,1.93,836.76
1,62,35.43,Fiber optic,No,Month-to-month,Electronic check,0,1.49,2210.79
0,45,138.19,No,No,Month-to-month,Mailed check,0,0.53,6103.28
0,20,92.97,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.08,1970.77
0,31,80.09,No,Yes,Two year,Electronic check,0,0.41,2425.09
0,7,65.87,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.45,456.2
0,15,127.84,DSL,No,Month-to-month,Bank transfer (automatic),0,1.37,1896.08
0,39,49.28,DSL,No,Two year,Mailed check,0,1.06,1908.16
0,26,54.29,No,No,Month-to-month,Credit card (automatic),0,0.43,1411.35
0,17,34.69,Fiber optic,No,Month-to-month,Electronic check,0,0.88,638.15
0,34,111.09,No,No,One year,Mailed check,2,0.23,3800.04
0,51,91.47,DSL,No,Month-to-month,Electronic check,1,1.63,4664.62
0,14,93.09,DSL,No,Month-to-month,Bank transfer (automatic),0,3.05,1280.74
0,62,46.22,Fiber optic,Yes,One year,Bank transfer (automatic),0,0.93,2856.93
0,52,98.14,DSL,No,Two year,Credit card (automatic),0,0.36,5159.44
0,65,111.86,DSL,No,Month-to-month,Bank transfer (automatic),0,2.64,7284.15
0,30,62.95,Fiber optic,No,One year,Credit card (automatic),0,0.56,1852.25
0,60,116.16,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.35,6998.44
0,63,61.85,DSL,No,Month-to-month,Electronic check,0,0.12,3983.33
0,33,110.98,DSL,No,Month-to-month,Electronic check,0,1.9,3621.33
0,54,24.05,Fiber optic,Yes,Month-to-month,Mailed check,1,0.93,1207.54
0,58,86.14,Fiber optic,No,Month-to-month,Mailed check,2,0.83,4998.4
0,2,136.34,Fiber optic,Yes,Two year,Mailed check,0,4.1,302.89
0,16,137.75,Fiber optic,No,Two year,Mailed check,0,1.01,2282.5
0,45,53.81,No,No,One year,Mailed check,0,0.03,2382.64
0,37,72.97,Fiber optic,No,Month-to-month,Mailed check,0,4.82,2689.42
0,34,27.56,No,No,One year,Credit card (automatic),0,0.02,915.89
0,0,124.8,Fiber optic,Yes,One year,Credit card (automatic),0,1.15,35.77
1,28,88.23,DSL,Yes,Month-to-month,Bank transfer (automatic),0,1.51,2416.11
0,3,66.21,Fiber optic,No,Month-to-month,Credit card (automatic),0,3.37,269.43
0,60,33.53,Fiber optic,No,Month-to-month,Electronic check,0,1.71,2040.16
0,16,133.61,Fiber optic,Yes,Month-to-month,Credit card (automatic),1,2.5,2075.83
0,27,83.63,Fiber optic,Yes,Month-to-month,Mailed check,0,2.2,2244.1
0,49,53.95,DSL,No,Two year,Credit card (automatic),0,0.36,2651.59
0,7,62.03,Fiber optic,No,Month-to-month,Electronic check,0,1.81,397.9
0,33,52.48,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,1.52,1695.87
0,58,92.22,Fiber optic,No,Two year,Credit card (automatic),0,0.42,5314.98
0,17,131.6,Fiber optic,No,Month-to-month,Electronic check,0,0.21,2202.24
0,58,122.8,No,No,One year,Credit card (automatic),1,2.09,7015.76
0,26,75.25,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,5.32,2001.75
0,15,119.18,DSL,No,Month-to-month,Credit card (automatic),0,2.01,1851.64
1,9,70.77,No,No,Month-to-month,Electronic check,2,2.08,550.18
0,21,50.28,DSL,Yes,Month-to-month,Bank transfer (automatic),0,0.27,1062.37
0,15,138.01,Fiber optic,Yes,One year,Bank transfer (automatic),0,0.43,2053.61
0,11,56.47,DSL,Yes,Month-to-month,Bank transfer (automatic),0,1.32,603.61
0,50,58.85,DSL,No,Month-to-month,Bank transfer (automatic),0,0.05,2897.62
1,0,138.76,DSL,No,One year,Mailed check,1,1.65,0.0
0,26,36.07,Fiber optic,No,Month-to-month,Mailed check,0,0.23,1050.18
1,66,111.26,DSL,No,One year,Credit card (automatic),0,0.8,7380.78
0,11,132.3,DSL,No,Month-to-month,Credit card (automatic),0,0.58,1451.09
1,29,81.42,Fiber optic,No,Two year,Bank transfer (automatic),0,0.17,2290.94
0,8,20.3,Fiber optic,No,Month-to-month,Electronic check,0,1.3,138.05
0,52,65.01,No,Yes,Month-to-month,Electronic check,0,0.67,3379.11
0,60,33.39,No,No,Month-to-month,Mailed check,0,0.07,1960.69
0,53,69.94,Fiber optic,No,Two year,Electronic check,2,0.88,3717.4
0,36,114.8,No,Yes,Two year,Bank transfer (automatic),0,1.34,4125.8
0,64,72.65,Fiber optic,Yes,Month-to-month,Credit card (automatic),1,0.21,4689.96
0,41,71.83,Fiber optic,Yes,One year,Credit card (automatic),0,1.32,2905.87
0,48,86.81,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.54,4191.06
0,3,89.8,DSL,Yes,Month-to-month,Electronic check,0,0.45,298.22
0,63,122.76,Fiber optic,No,Two year,Mailed check,1,2.38,7747.7
0,50,57.0,Fiber optic,No,Month-to-month,Mailed check,1,0.95,2837.84
0,71,118.6,DSL,No,Month-to-month,Credit card (automatic),0,0.71,8453.6
0,59,87.91,DSL,No,One year,Electronic check,0,2.52,5156.71
0,30,56.06,DSL,No,Two year,Mailed check,1,3.62,1588.23
0,71,55.42,No,No,Month-to-month,Electronic check,0,0.57,3915.46
0,57,63.34,No,No,Month-to-month,Electronic check,0,0.08,3611.78
0,3,94.72,Fiber optic,No,Month-to-month,Mailed check,0,1.17,242.87
0,21,47.7,DSL,No,Month-to-month,Credit card (automatic),0,1.88,996.82
0,2,130.44,DSL,No,Month-to-month,Electronic check,1,1.33,169.09
0,46,88.99,No,Yes,Two year,Mailed check,1,1.75,4124.29
0,37,130.4,DSL,No,Month-to-month,Bank transfer (automatic),0,1.56,4854.32
0,32,25.57,No,Yes,One year,Bank transfer (automatic),0,4.69,816.88
1,47,61.11,Fiber optic,Yes,Two year,Credit card (automatic),0,3.01,2935.55
0,64,22.74,No,Yes,One year,Mailed check,0,0.21,1409.4
0,25,52.67,Fiber optic,Yes,Month-to-month,Electronic check,0,0.9,1356.16
0,7,123.44,Fiber optic,No,One year,Bank transfer (automatic),0,0.91,883.66
0,49,24.39,Fiber optic,No,Two year,Electronic check,0,0.91,1173.37
0,37,72.34,No,No,Month-to-month,Bank transfer (automatic),0,4.0,2668.47
1,9,34.11,No,Yes,Month-to-month,Mailed check,0,0.59,303.07
0,41,70.02,Fiber optic,No,Month-to-month,Electronic check,0,1.43,2884.22
0,36,120.66,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,3.4,4350.14
1,25,94.77,No,No,Month-to-month,Mailed check,0,0.08,2300.57
0,11,108.41,No,No,One year,Electronic check,0,3.16,1233.45
0,48,61.89,Fiber optic,Yes,One year,Bank transfer (automatic),0,2.17,3016.0
0,13,133.33,DSL,No,Month-to-month,Mailed check,0,0.35,1739.98
0,45,105.11,DSL,No,One year,Credit card (automatic),0,0.59,4778.79
0,34,70.62,No,No,Month-to-month,Bank transfer (automatic),0,0.56,2358.13
1,28,71.18,DSL,No,One year,Electronic check,0,0.38,2075.34
0,11,130.24,DSL,No,One year,Electronic check,3,1.53,1389.6
0,43,89.17,DSL,No,One year,Mailed check,0,6.1,3884.35
0,65,104.77,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.27,6819.7
0,1,70.04,Fiber optic,No,One year,Bank transfer (automatic),0,0.4,89.21
0,58,46.84,DSL,No,Month-to-month,Mailed check,0,0.51,2779.87
0,16,106.83,DSL,No,Month-to-month,Credit card (automatic),0,4.16,1740.64
0,9,92.94,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.47,798.42
0,17,80.16,No,No,Month-to-month,Credit card (automatic),1,0.36,1389.73
0,21,94.88,DSL,No,Month-to-month,Credit card (automatic),1,2.44,2098.49
0,57,44.99,DSL,No,Month-to-month,Bank transfer (automatic),0,3.84,2658.48
0,52,115.27,Fiber optic,No,Month-to-month,Electronic check,0,0.77,6045.07
0,0,133.78,No,Yes,One year,Electronic check,0,0.28,23.57
0,60,126.93,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.56,7576.77
1,30,58.57,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.37,1778.67
0,30,68.72,No,No,Month-to-month,Mailed check,0,0.34,2057.88
0,65,117.01,DSL,No,One year,Electronic check,0,0.28,7578.59
0,18,91.41,DSL,No,One year,Electronic check,1,3.13,1636.32
0,52,85.75,Fiber optic,No,Two year,Credit card (automatic),0,0.13,4421.87
0,21,131.2,No,Yes,One year,Mailed check,0,0.8,2872.2
0,22,84.32,Fiber optic,Yes,Month-to-month,Mailed check,0,0.02,1835.96
0,14,81.79,No,Yes,One year,Mailed check,0,0.52,1185.5
0,25,25.04,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,1.84,626.57
0,2,28.33,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,0.34,0.0
0,19,20.89,DSL,No,Two year,Bank transfer (automatic),0,10.0,392.78
1,39,129.59,DSL,Yes,Month-to-month,Mailed check,0,0.07,5057.75
0,38,69.01,Fiber optic,No,One year,Electronic check,0,0.22,2698.39
0,71,76.23,DSL,No,Two year,Bank transfer (automatic),0,2.32,5407.22
0,17,121.45,DSL,Yes,Month-to-month,Credit card (automatic),0,5.59,2013.74
0,40,93.11,No,No,Month-to-month,Credit card (automatic),0,4.62,3667.81
0,69,93.14,No,No,Month-to-month,Credit card (automatic),1,2.4,6478.61
0,26,55.58,DSL,Yes,Month-to-month,Electronic check,0,5.42,1413.25
1,14,120.07,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,2.76,1685.83
0,36,39.9,DSL,No,Two year,Electronic check,0,0.09,1351.0
0,57,26.38,DSL,No,Two year,Bank transfer (automatic),0,2.8,1587.92
0,4,42.99,Fiber optic,No,One year,Credit card (automatic),0,0.99,124.36
0,6,52.13,Fiber optic,No,One year,Credit card (automatic),0,0.92,358.56
0,40,53.88,DSL,No,Month-to-month,Electronic check,1,0.0,2210.04
0,9,100.46,DSL,No,One year,Bank transfer (automatic),1,1.45,1010.68
0,61,46.14,DSL,No,Month-to-month,Credit card (automatic),0,1.67,2763.55
1,25,101.2,No,No,Month-to-month,Bank transfer (automatic),0,2.35,2533.56
0,67,30.94,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,0.59,2220.75
0,23,37.66,Fiber optic,Yes,One year,Mailed check,0,0.21,836.66
0,40,81.06,DSL,No,Month-to-month,Bank transfer (automatic),2,0.87,3238.85
0,64,130.63,Fiber optic,No,Month-to-month,Electronic check,0,0.67,8399.16
0,16,123.15,Fiber optic,No,One year,Credit card (automatic),0,2.1,2018.28
0,23,136.25,No,No,One year,Electronic check,0,0.39,3230.45
0,26,98.06,DSL,Yes,Month-to-month,Bank transfer (automatic),0,0.22,2523.55
0,6,101.1,No,Yes,Month-to-month,Electronic check,0,0.87,581.48
0,11,95.0,Fiber optic,No,Two year,Credit card (automatic),0,1.48,1053.2
0,2,94.74,DSL,No,Month-to-month,Bank transfer (automatic),0,0.49,274.63
1,9,37.65,DSL,No,One year,Electronic check,0,0.18,309.07
0,32,85.25,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,0.87,2712.84
0,45,66.33,No,No,One year,Bank transfer (automatic),0,4.9,2957.75
0,58,73.1,Fiber optic,Yes,One year,Electronic check,0,5.13,4230.04
0,51,82.83,Fiber optic,No,Two year,Bank transfer (automatic),0,1.85,4199.46
0,5,35.41,DSL,Yes,Month-to-month,Electronic check,1,2.25,196.82
1,1,63.14,DSL,No,Month-to-month,Credit card (automatic),1,0.34,51.12
0,28,27.61,Fiber optic,No,Two year,Bank transfer (automatic),0,0.7,825.09
0,39,137.56,Fiber optic,No,Month-to-month,Electronic check,0,1.39,5365.46
0,60,34.22,Fiber optic,No,Two year,Credit card (automatic),0,2.08,1962.95
0,67,51.02,DSL,No,One year,Mailed check,0,0.27,3496.97
0,67,126.96,DSL,No,Month-to-month,Bank transfer (automatic),0,0.92,8547.47
0,28,77.93,Fiber optic,No,Two year,Credit card (automatic),0,0.27,2241.75
1,61,36.28,No,No,Month-to-month,Bank transfer (automatic),3,1.51,2199.21
0,59,66.11,Fiber optic,No,One year,Bank transfer (automatic),0,2.22,4003.83
0,40,33.9,DSL,No,One year,Mailed check,0,2.69,1394.0
0,64,44.03,DSL,No,Month-to-month,Credit card (automatic),0,1.98,2856.01
0,63,26.24,DSL,Yes,One year,Bank transfer (automatic),0,0.26,1545.15
0,62,72.59,Fiber optic,No,One year,Credit card (automatic),0,2.64,4492.05
0,47,116.8,Fiber optic,No,One year,Mailed check,0,0.61,5521.97
0,19,90.32,No,No,Month-to-month,Credit card (automatic),0,2.71,1731.64
0,36,92.76,Fiber optic,No,One year,Mailed check,1,0.43,3311.55
0,63,44.07,DSL,No,Month-to-month,Credit card (automatic),0,0.97,2639.11
0,4,61.27,Fiber optic,No,Month-to-month,Mailed check,0,1.29,254.53
1,33,121.43,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.05,4023.58
0,38,30.54,DSL,No,Month-to-month,Electronic check,0,3.51,1233.76
0,66,122.95,No,No,Two year,Electronic check,1,1.07,8147.05
0,61,78.04,No,No,One year,Bank transfer (automatic),0,0.32,4770.41
1,23,120.46,Fiber optic,No,Two year,Mailed check,0,0.26,2776.96
1,2,58.16,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.74,125.0
0,70,60.66,Fiber optic,Yes,One year,Electronic check,1,0.13,4223.67
0,66,110.19,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.87,7251.34
0,49,114.2,DSL,No,Month-to-month,Credit card (automatic),1,1.17,5606.17
0,28,47.56,DSL,Yes,Two year,Mailed check,1,0.4,1395.44
0,31,136.74,DSL,Yes,Month-to-month,Mailed check,0,0.21,4278.95
0,38,30.14,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.01,1171.22
0,8,28.22,Fiber optic,Yes,Month-to-month,Mailed check,0,0.62,153.42
0,13,91.46,Fiber optic,Yes,One year,Mailed check,0,0.23,1237.37
0,67,106.73,Fiber optic,No,One year,Bank transfer (automatic),0,0.35,7170.86
0,63,135.31,DSL,No,Month-to-month,Mailed check,0,0.95,8649.54
0,19,68.59,Fiber optic,No,Month-to-month,Electronic check,0,0.21,1307.9
0,27,23.03,Fiber optic,No,Month-to-month,Credit card (automatic),0,4.13,658.66
0,13,92.35,Fiber optic,No,Month-to-month,Mailed check,1,2.24,1226.17
0,43,54.76,DSL,No,Two year,Electronic check,0,0.59,2353.95
0,38,71.95,No,No,Two year,Credit card (automatic),1,0.45,2735.66
1,27,78.62,Fiber optic,No,Two year,Bank transfer (automatic),0,3.11,2100.27
0,63,27.74,DSL,No,Two year,Bank transfer (automatic),0,0.84,1779.46
0,31,78.32,No,No,Two year,Bank transfer (automatic),0,2.98,2365.98
0,8,71.16,Fiber optic,No,Two year,Bank transfer (automatic),1,2.03,711.45
0,27,105.51,DSL,No,Two year,Electronic check,0,0.14,2844.92
0,16,97.48,DSL,No,Two year,Electronic check,0,2.52,1535.9
0,54,42.23,DSL,No,Month-to-month,Mailed check,0,1.16,2272.98
1,9,44.74,Fiber optic,No,Month-to-month,Mailed check,0,1.7,452.81
0,5,50.12,Fiber optic,Yes,One year,Bank transfer (automatic),0,0.37,288.35
1,47,41.47,DSL,No,One year,Credit card (automatic),0,0.0,1949.92
1,66,98.87,Fiber optic,No,One year,Credit card (automatic),0,0.61,6506.96
0,40,139.33,DSL,No,One year,Bank transfer (automatic),0,0.32,5523.19
1,59,98.25,DSL,No,One year,Electronic check,0,0.86,5796.87
0,41,92.8,Fiber optic,No,Month-to-month,Electronic check,0,0.14,3825.64
0,70,69.19,DSL,No,Month-to-month,Bank transfer (automatic),2,3.38,4737.51
0,27,57.51,Fiber optic,No,Two year,Bank transfer (automatic),0,0.19,1603.39
1,12,129.33,No,No,One year,Electronic check,0,2.17,1580.67
1,14,136.28,DSL,No,Month-to-month,Electronic check,0,4.2,1894.87
0,35,79.61,DSL,No,Two year,Electronic check,0,0.24,2790.28
0,14,54.82,DSL,No,Month-to-month,Bank transfer (automatic),0,0.64,726.88
0,55,112.41,Fiber optic,No,Month-to-month,Electronic check,0,1.97,6191.03
0,3,35.89,Fiber optic,No,Month-to-month,Credit card (automatic),2,1.88,7.7
0,51,111.87,Fiber optic,Yes,Two year,Electronic check,0,0.06,5757.7
0,9,118.27,Fiber optic,No,One year,Mailed check,0,0.11,1056.59
0,44,34.99,Fiber optic,No,Month-to-month,Electronic check,1,0.19,1447.89
0,28,137.22,DSL,No,Two year,Mailed check,0,1.26,3898.17
1,52,138.26,Fiber optic,No,Two year,Credit card (automatic),0,0.08,7169.42
0,28,132.41,Fiber optic,Yes,One year,Mailed check,0,1.33,3682.87
0,22,79.52,DSL,Yes,Two year,Bank transfer (automatic),1,0.63,1730.91
0,56,49.53,Fiber optic,No,One year,Bank transfer (automatic),0,1.66,2749.0
1,49,89.84,Fiber optic,Yes,One year,Bank transfer (automatic),0,2.29,4434.57
1,20,70.39,DSL,Yes,Month-to-month,Credit card (automatic),0,2.35,1403.21
0,42,44.71,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.06,1858.8
0,9,70.84,No,No,Month-to-month,Electronic check,0,4.41,623.91
0,29,99.67,DSL,Yes,Two year,Credit card (automatic),0,1.33,2954.33
0,50,28.51,DSL,Yes,Month-to-month,Credit card (automatic),0,3.39,1394.43
0,32,60.01,Fiber optic,Yes,Month-to-month,Electronic check,0,1.43,1918.27
0,17,22.14,Fiber optic,Yes,Month-to-month,Electronic check,0,0.99,328.63
0,21,109.94,DSL,Yes,Month-to-month,Mailed check,1,1.96,2373.23
0,63,96.88,No,No,Month-to-month,Bank transfer (automatic),0,0.37,6072.82
0,20,27.52,Fiber optic,No,Two year,Electronic check,0,0.16,629.03
0,0,135.77,No,No,Two year,Credit card (automatic),1,0.14,124.03
0,14,22.71,DSL,No,Two year,Credit card (automatic),0,2.84,355.21
1,35,90.8,No,No,One year,Electronic check,1,3.65,3146.67
0,46,113.16,Fiber optic,Yes,Two year,Bank transfer (automatic),0,2.53,5159.26
1,53,114.55,DSL,Yes,Month-to-month,Mailed check,0,3.52,6132.53
0,31,24.11,No,No,Month-to-month,Mailed check,1,6.28,763.67
0,57,128.77,DSL,No,Month-to-month,Bank transfer (automatic),1,1.12,7341.36
0,45,130.21,No,Yes,Two year,Bank transfer (automatic),0,0.25,5887.5
0,53,87.37,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,1.4,4585.68
0,32,77.85,No,No,One year,Electronic check,1,0.66,2482.24
0,38,25.38,Fiber optic,No,One year,Mailed check,1,0.64,918.57
0,22,87.43,Fiber optic,No,One year,Bank transfer (automatic),0,1.95,1943.67
0,42,69.13,DSL,No,Month-to-month,Credit card (automatic),0,0.14,2938.92
0,54,112.74,Fiber optic,Yes,One year,Mailed check,2,0.06,6145.96
0,1,68.47,Fiber optic,Yes,One year,Credit card (automatic),0,1.78,38.93
0,65,102.03,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.45,6685.35
0,37,32.17,DSL,No,One year,Mailed check,0,0.73,1105.87
0,28,35.95,Fiber optic,Yes,Two year,Credit card (automatic),0,0.55,954.16
0,66,36.77,Fiber optic,No,Two year,Electronic check,1,1.43,2460.94
1,70,25.46,DSL,No,Month-to-month,Credit card (automatic),0,0.25,1811.62
0,35,84.96,Fiber optic,Yes,Month-to-month,Electronic check,0,1.91,2996.08
0,28,115.28,No,No,Month-to-month,Bank transfer (automatic),0,3.88,3150.42
1,36,93.25,DSL,No,One year,Mailed check,0,2.71,3412.09
0,44,88.99,Fiber optic,No,Two year,Credit card (automatic),0,3.56,3933.39
0,15,101.67,No,No,Two year,Electronic check,0,4.15,1536.58
0,30,60.76,DSL,Yes,Two year,Credit card (automatic),0,0.7,1861.74
0,33,63.43,Fiber optic,No,One year,Credit card (automatic),0,2.38,2073.62
0,49,57.71,Fiber optic,No,One year,Electronic check,0,1.02,2890.88
0,64,105.45,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.47,6764.68
0,61,39.4,Fiber optic,No,Month-to-month,Mailed check,0,2.06,2425.1
0,42,21.56,Fiber optic,Yes,Two year,Mailed check,0,0.42,947.14
1,55,91.54,DSL,Yes,One year,Mailed check,0,0.17,4952.73
0,14,133.09,Fiber optic,No,Month-to-month,Mailed check,0,1.83,1843.22
0,47,93.13,Fiber optic,Yes,Month-to-month,Electronic check,0,0.51,4360.64
0,48,113.95,DSL,No,Month-to-month,Credit card (automatic),0,0.55,5438.12
0,43,100.73,DSL,No,One year,Electronic check,0,3.19,4347.26
0,9,79.69,No,Yes,Two year,Credit card (automatic),0,0.22,700.32
0,19,106.21,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,2.17,2062.46
0,69,118.89,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.73,8218.31
1,7,46.97,No,No,One year,Credit card (automatic),0,3.35,295.4
0,44,60.34,Fiber optic,No,Month-to-month,Mailed check,0,0.87,2668.45
0,33,46.85,No,No,Month-to-month,Credit card (automatic),0,0.79,1496.27
0,50,74.26,No,Yes,Month-to-month,Bank transfer (automatic),0,0.84,3654.51
0,3,126.21,Fiber optic,Yes,Month-to-month,Electronic check,0,2.73,366.8
